"","Date","Survey.Number","MAE","Zone","Site","Management","Upwelling","Transect","Latitude","Longitude","Surveyor.Name","Station","Depth","Quad","Species","Abundance","Holdfast.Diameter","Stipes","Total.Length","Frondosity"
"12",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",2,-27.33581,-70.97712,"Rodrigo",30,"11.4",3,"Tegula spp.",0,NA,NA,NA,NA
"13",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",2,-27.33581,-70.97712,"Rodrigo",40,"11.7",4,"Tegula spp.",0,NA,NA,NA,NA
"14",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",2,-27.33581,-70.97712,"Rodrigo",50,"11.8",5,"Tegula spp.",0,NA,NA,NA,NA
"15",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",2,-27.33581,-70.97712,"Rodrigo",60,"11.8",6,"Tegula spp.",0,NA,NA,NA,NA
"16",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",2,-27.33581,-70.97712,"Hannah Earp",70,"11.2",7,"Tegula spp.",0,NA,NA,NA,NA
"17",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",2,-27.33581,-70.97712,"Hannah Earp",80,"11.9",8,"Tegula spp.",0,NA,NA,NA,NA
"18",2019-11-10,1,0,"North","Puerto Viejo","OA","nonupwelling",2,-27.33581,-70.97712,"Hannah Earp",90,"11.1",9,"Tegula spp.",0,NA,NA,NA,NA
"19",2019-11-11,1,0,"North","Puerto Viejo","OA","nonupwelling",3,-27.33654,-70.97608,"Rodrigo",0,"12.1",1,"Tegula spp.",10,NA,NA,NA,NA
"20",2019-11-11,1,0,"North","Puerto Viejo","OA","nonupwelling",3,-27.33654,-70.97608,"Rodrigo",10,"12.2",2,"Tegula spp.",4,NA,NA,NA,NA
"21",2019-11-11,1,0,"North","Puerto Viejo","OA","nonupwelling",3,-27.33654,-70.97608,"Rodrigo",20,"12.5",3,"Tegula spp.",0,NA,NA,NA,NA
"22",2019-11-11,1,0,"North","Puerto Viejo","OA","nonupwelling",3,-27.33654,-70.97608,"Rodrigo",30,"12.2",4,"Tegula spp.",6,NA,NA,NA,NA
"23",2019-11-11,1,0,"North","Puerto Viejo","OA","nonupwelling",3,-27.33654,-70.97608,"Rodrigo",40,"12.3",5,"Tegula spp.",0,NA,NA,NA,NA
"24",2019-11-11,1,0,"North","Puerto Viejo","OA","nonupwelling",3,-27.33654,-70.97608,"Rodrigo",50,"12.2",6,"Tegula spp.",12,NA,NA,NA,NA
"25",2019-11-11,1,0,"North","Puerto Viejo","OA","nonupwelling",3,-27.33654,-70.97608,"Rodrigo",60,"12.1",7,"Tegula spp.",0,NA,NA,NA,NA
"26",2019-11-11,1,0,"North","Puerto Viejo","OA","nonupwelling",3,-27.33654,-70.97608,"Rodrigo",70,"11.9",8,"Tegula spp.",0,NA,NA,NA,NA
"27",2019-11-11,1,0,"North","Puerto Viejo","OA","nonupwelling",3,-27.33654,-70.97608,"Hannah Earp",80,"11.2",9,"Tegula spp.",0,NA,NA,NA,NA
"28",2019-11-11,1,0,"North","Puerto Viejo","OA","nonupwelling",3,-27.33654,-70.97608,"Hannah Earp",90,"11.4",10,"Tegula spp.",1,NA,NA,NA,NA
"29",2019-11-16,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",1,-27.25232,-70.95974,"Rodrigo",0,"9",1,"Tegula spp.",0,NA,NA,NA,NA
"30",2019-11-16,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",1,-27.25232,-70.95974,"Rodrigo",10,"10.6",2,"Tegula spp.",0,NA,NA,NA,NA
"31",2019-11-16,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",1,-27.25232,-70.95974,"Rodrigo",20,"14.1",3,"Tegula spp.",0,NA,NA,NA,NA
"32",2019-11-16,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",1,-27.25232,-70.95974,"Rodrigo",30,"12.1",4,"Tegula spp.",0,NA,NA,NA,NA
"33",2019-11-16,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",1,-27.25232,-70.95974,"Rodrigo",30.5,"11.5",5,"Tegula spp.",0,NA,NA,NA,NA
"34",2019-11-16,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",1,-27.25232,-70.95974,"Rodrigo",40.5,"10.5",6,"Tegula spp.",0,NA,NA,NA,NA
"35",2019-11-16,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",1,-27.25232,-70.95974,"Rodrigo",60,"7.1",7,"Tegula spp.",0,NA,NA,NA,NA
"36",2019-11-16,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",1,-27.25232,-70.95974,"Hannah Earp",70,"5.2",8,"Tegula spp.",0,NA,NA,NA,NA
"37",2019-11-16,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",1,-27.25232,-70.95974,"Hannah Earp",80,"7.4",9,"Tegula spp.",7,NA,NA,NA,NA
"38",2019-11-16,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",1,-27.25232,-70.95974,"Hannah Earp",90,"7.1",10,"Tegula spp.",0,NA,NA,NA,NA
"39",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",2,-27.26452,-70.95996,"Rodrigo",0,"9.6",1,"Tegula spp.",0,NA,NA,NA,NA
"40",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",2,-27.26452,-70.95996,"Rodrigo",10,"12.9",2,"Tegula spp.",0,NA,NA,NA,NA
"41",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",2,-27.26452,-70.95996,"Rodrigo",20,"12.4",3,"Tegula spp.",0,NA,NA,NA,NA
"42",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",2,-27.26452,-70.95996,"Rodrigo",30,"10.8",4,"Tegula spp.",0,NA,NA,NA,NA
"43",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",2,-27.26452,-70.95996,"Rodrigo",40,"9.4",5,"Tegula spp.",0,NA,NA,NA,NA
"44",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",2,-27.26452,-70.95996,"Rodrigo",50,"11.1",6,"Tegula spp.",0,NA,NA,NA,NA
"45",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",2,-27.26452,-70.95996,"Rodrigo",60,"10.9",7,"Tegula spp.",5,NA,NA,NA,NA
"46",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",2,-27.26452,-70.95996,"Hannah Earp",70,"8.8000000000000007",8,"Tegula spp.",0,NA,NA,NA,NA
"47",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",2,-27.26452,-70.95996,"Hannah Earp",80,"8.1",9,"Tegula spp.",2,NA,NA,NA,NA
"48",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",2,-27.26452,-70.95996,"Hannah Earp",90,"6",10,"Tegula spp.",0,NA,NA,NA,NA
"49",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",3,-27.26289,-70.95821,"Rodrigo",0,"12.4",1,"Tegula spp.",0,NA,NA,NA,NA
"50",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",3,-27.26289,-70.95821,"Rodrigo",10,"12.2",2,"Tegula spp.",0,NA,NA,NA,NA
"51",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",3,-27.26289,-70.95821,"Rodrigo",20,"12.4",3,"Tegula spp.",0,NA,NA,NA,NA
"52",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",3,-27.26289,-70.95821,"Rodrigo",30,"11.6",4,"Tegula spp.",0,NA,NA,NA,NA
"53",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",3,-27.26289,-70.95821,"Rodrigo",40,"11.8",5,"Tegula spp.",1,NA,NA,NA,NA
"54",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",3,-27.26289,-70.95821,"Rodrigo",50,"11.4",6,"Tegula spp.",0,NA,NA,NA,NA
"55",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",3,-27.26289,-70.95821,"Rodrigo",60,"10.3",7,"Tegula spp.",4,NA,NA,NA,NA
"56",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",3,-27.26289,-70.95821,"Hannah Earp",70,"9.9",8,"Tegula spp.",0,NA,NA,NA,NA
"57",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",3,-27.26289,-70.95821,"Hannah Earp",80,"10.4",9,"Tegula spp.",0,NA,NA,NA,NA
"58",2019-11-17,1,0,"North","Isla Grande de Atacama","TURF","nonupwelling",3,-27.26289,-70.95821,"Hannah Earp",90,"9.1",10,"Tegula spp.",3,NA,NA,NA,NA
"59",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,-29.14206,-71.50093,"Rodrigo",0,"16.399999999999999",1,"Tegula spp.",87,NA,NA,NA,NA
"60",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,-29.14206,-71.50093,"Rodrigo",10,"15.5",2,"Tegula spp.",44,NA,NA,NA,NA
"61",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,-29.14206,-71.50093,"Rodrigo",20,"13.9",3,"Tegula spp.",61,NA,NA,NA,NA
"62",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,-29.14206,-71.50093,"Rodrigo",30,"13.4",4,"Tegula spp.",68,NA,NA,NA,NA
"63",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,-29.14206,-71.50093,"Rodrigo",40,"11.6",5,"Tegula spp.",152,NA,NA,NA,NA
"64",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,-29.14206,-71.50093,"Rodrigo",50,"11.8",6,"Tegula spp.",118,NA,NA,NA,NA
"65",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,-29.14206,-71.50093,"Hannah Earp",60,"10.4",7,"Tegula spp.",294,NA,NA,NA,NA
"66",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,-29.14206,-71.50093,"Hannah Earp",70,"9.5",8,"Tegula spp.",300,NA,NA,NA,NA
"67",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,-29.14206,-71.50093,"Hannah Earp",80,"8.3000000000000007",9,"Tegula spp.",209,NA,NA,NA,NA
"68",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",1,-29.14206,-71.50093,"Hannah Earp",90,"7.1",10,"Tegula spp.",21,NA,NA,NA,NA
"69",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,-29.14223,-71.50143,"Rodrigo",0,"11.1",1,"Tegula spp.",70,NA,NA,NA,NA
"70",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,-29.14223,-71.50143,"Rodrigo",10,"14.2",2,"Tegula spp.",77,NA,NA,NA,NA
"71",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,-29.14223,-71.50143,"Rodrigo",20,"14.3",3,"Tegula spp.",98,NA,NA,NA,NA
"72",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,-29.14223,-71.50143,"Rodrigo",30,"11.1",4,"Tegula spp.",68,NA,NA,NA,NA
"73",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,-29.14223,-71.50143,"Rodrigo",40,"9.3000000000000007",5,"Tegula spp.",1,NA,NA,NA,NA
"74",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,-29.14223,-71.50143,"Rodrigo",50,"5.7",6,"Tegula spp.",0,NA,NA,NA,NA
"75",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,-29.14223,-71.50143,"Rodrigo",60,"9.1",7,"Tegula spp.",41,NA,NA,NA,NA
"76",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,-29.14223,-71.50143,"Hannah Earp",70,"11.1",8,"Tegula spp.",126,NA,NA,NA,NA
"77",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,-29.14223,-71.50143,"Hannah Earp",80,"8.6",9,"Tegula spp.",57,NA,NA,NA,NA
"78",2019-12-12,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",2,-29.14223,-71.50143,"Hannah Earp",90,"4.9000000000000004",10,"Tegula spp.",0,NA,NA,NA,NA
"79",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,NA,NA,"Italo",0,"15.9",1,"Tegula spp.",7,NA,NA,NA,NA
"80",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,NA,NA,"Italo",10,"7.8",2,"Tegula spp.",82,NA,NA,NA,NA
"81",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,NA,NA,"Italo",20,"14.4",3,"Tegula spp.",0,NA,NA,NA,NA
"82",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,NA,NA,"Italo & Alejandro",30,"12.3",4,"Tegula spp.",12,NA,NA,NA,NA
"83",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,NA,NA,"Italo & Alejandro",40,"11.9",5,"Tegula spp.",33,NA,NA,NA,NA
"84",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,NA,NA,"Italo & Alejandro",50,"7.5",6,"Tegula spp.",0,NA,NA,NA,NA
"85",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,NA,NA,"Italo",60,"NA",7,"Tegula spp.",0,NA,NA,NA,NA
"86",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,NA,NA,"Italo",70,"7.7",8,"Tegula spp.",0,NA,NA,NA,NA
"87",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,NA,NA,"Cata",80,"NA",9,"Tegula spp.",65,NA,NA,NA,NA
"88",2019-12-13,1,0,"North-Central","Chanaral de Aceituno TURF","TURF","upwelling",3,NA,NA,"Cata",90,"NA",10,"Tegula spp.",18,NA,NA,NA,NA
"89",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,-29.0496,-71.48592,"Rodrigo",0,"17.2",1,"Tegula spp.",7,NA,NA,NA,NA
"90",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,-29.0496,-71.48592,"Rodrigo",10,"15.3",2,"Tegula spp.",6,NA,NA,NA,NA
"91",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,-29.0496,-71.48592,"Rodrigo",20,"9.3000000000000007",3,"Tegula spp.",0,NA,NA,NA,NA
"92",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,-29.0496,-71.48592,"Rodrigo",30,"12.8",4,"Tegula spp.",85,NA,NA,NA,NA
"93",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,-29.0496,-71.48592,"Rodrigo",40,"12.2",5,"Tegula spp.",0,NA,NA,NA,NA
"94",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,-29.0496,-71.48592,"Rodrigo",50,"10.6",6,"Tegula spp.",2,NA,NA,NA,NA
"95",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,-29.0496,-71.48592,"Italo",60,"10.6",7,"Tegula spp.",0,NA,NA,NA,NA
"96",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,-29.0496,-71.48592,"Italo",70,"9",8,"Tegula spp.",0,NA,NA,NA,NA
"97",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,-29.0496,-71.48592,"Italo",80,"8.6999999999999993",9,"Tegula spp.",0,NA,NA,NA,NA
"98",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",1,-29.0496,-71.48592,"Italo",90,"6.5",10,"Tegula spp.",0,NA,NA,NA,NA
"99",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,-29.05231,-71.4848,"Rodrigo",0,"14.4",1,"Tegula spp.",4,NA,NA,NA,NA
"100",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,-29.05231,-71.4848,"Rodrigo",10,"11.5",2,"Tegula spp.",0,NA,NA,NA,NA
"101",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,-29.05231,-71.4848,"Rodrigo",20,"10.1",3,"Tegula spp.",0,NA,NA,NA,NA
"102",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,-29.05231,-71.4848,"Rodrigo",30,"11",4,"Tegula spp.",0,NA,NA,NA,NA
"103",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,-29.05231,-71.4848,"Rodrigo",40,"8.9",5,"Tegula spp.",0,NA,NA,NA,NA
"104",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,-29.05231,-71.4848,"Rodrigo",50,"7.5",6,"Tegula spp.",0,NA,NA,NA,NA
"105",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,-29.05231,-71.4848,"Rodrigo",60,"9.1999999999999993",7,"Tegula spp.",0,NA,NA,NA,NA
"106",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,-29.05231,-71.4848,"Italo",70,"7",8,"Tegula spp.",0,NA,NA,NA,NA
"107",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,-29.05231,-71.4848,"Italo",80,"5.5",9,"Tegula spp.",0,NA,NA,NA,NA
"108",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",2,-29.05231,-71.4848,"Italo",90,"5",10,"Tegula spp.",3,NA,NA,NA,NA
"109",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,-29.05431,-71.48406,"Rodrigo",0,"17.5",1,"Tegula spp.",1,NA,NA,NA,NA
"110",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,-29.05431,-71.48406,"Rodrigo",10,"17.2",2,"Tegula spp.",23,NA,NA,NA,NA
"111",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,-29.05431,-71.48406,"Rodrigo",20,"15.7",3,"Tegula spp.",0,NA,NA,NA,NA
"112",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,-29.05431,-71.48406,"Rodrigo",30,"13.4",4,"Tegula spp.",0,NA,NA,NA,NA
"113",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,-29.05431,-71.48406,"Rodrigo",40,"12.9",5,"Tegula spp.",0,NA,NA,NA,NA
"114",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,-29.05431,-71.48406,"Rodrigo",50,"10.4",6,"Tegula spp.",0,NA,NA,NA,NA
"115",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,-29.05431,-71.48406,"Rodrigo",60,"10",7,"Tegula spp.",0,NA,NA,NA,NA
"116",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,-29.05431,-71.48406,"Italo",70,"7.8",8,"Tegula spp.",0,NA,NA,NA,NA
"117",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,-29.05431,-71.48406,"Italo",80,"6.9",9,"Tegula spp.",0,NA,NA,NA,NA
"118",2019-12-14,1,0,"North-Central","Chanaral de Aceituno OA","OA","upwelling",3,-29.05431,-71.48406,"Italo",90,"NA",10,"Tegula spp.",0,NA,NA,NA,NA
"119",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,-32.20782,-71.53031,"Rodrigo",0,"NA",1,"Tegula spp.",0,NA,NA,NA,NA
"120",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,-32.20782,-71.53031,"Rodrigo",10,"24.6",2,"Tegula spp.",0,NA,NA,NA,NA
"121",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,-32.20782,-71.53031,"Rodrigo",20,"23.7",3,"Tegula spp.",0,NA,NA,NA,NA
"122",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,-32.20782,-71.53031,"Rodrigo",30,"22.4",4,"Tegula spp.",0,NA,NA,NA,NA
"123",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,-32.20782,-71.53031,"Rodrigo",40,"20.6",5,"Tegula spp.",0,NA,NA,NA,NA
"124",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,-32.20782,-71.53031,"Rodrigo",50,"18.899999999999999",6,"Tegula spp.",0,NA,NA,NA,NA
"125",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,-32.20782,-71.53031,"Rodrigo",60,"13.9",7,"Tegula spp.",0,NA,NA,NA,NA
"126",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,-32.20782,-71.53031,"Hannah Earp",70,"14",8,"Tegula spp.",0,NA,NA,NA,NA
"127",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,-32.20782,-71.53031,"Hannah Earp",80,"11",9,"Tegula spp.",0,NA,NA,NA,NA
"128",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",1,-32.20782,-71.53031,"Hannah Earp",90,"7.5",10,"Tegula spp.",0,NA,NA,NA,NA
"129",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,-32.20864,-71.52798,"Rodrigo",0,"22.3",1,"Tegula spp.",0,NA,NA,NA,NA
"130",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,-32.20864,-71.52798,"Rodrigo",10,"20",2,"Tegula spp.",1,NA,NA,NA,NA
"131",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,-32.20864,-71.52798,"Rodrigo",20,"22",3,"Tegula spp.",0,NA,NA,NA,NA
"132",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,-32.20864,-71.52798,"Rodrigo",30,"22.6",4,"Tegula spp.",0,NA,NA,NA,NA
"133",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,-32.20864,-71.52798,"Rodrigo",40,"22.6",5,"Tegula spp.",0,NA,NA,NA,NA
"134",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,-32.20864,-71.52798,"Hannah Earp",50,"21",6,"Tegula spp.",3,NA,NA,NA,NA
"135",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,-32.20864,-71.52798,"Hannah Earp",60,"20.6",7,"Tegula spp.",0,NA,NA,NA,NA
"136",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,-32.20864,-71.52798,"Hannah Earp",70,"20.3",8,"Tegula spp.",0,NA,NA,NA,NA
"137",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,-32.20864,-71.52798,"Hannah Earp",80,"19.600000000000001",9,"Tegula spp.",0,NA,NA,NA,NA
"138",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",2,-32.20864,-71.52798,"Hannah Earp",90,"13.9",10,"Tegula spp.",0,NA,NA,NA,NA
"139",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,-32.208217,-71.526417,"Italo",0,"17",1,"Tegula spp.",0,NA,NA,NA,NA
"140",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,-32.208217,-71.526417,"Italo",10,"12.3",2,"Tegula spp.",0,NA,NA,NA,NA
"141",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,-32.208217,-71.526417,"Italo",20,"15",3,"Tegula spp.",0,NA,NA,NA,NA
"142",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,-32.208217,-71.526417,"Italo",30,"11.2",4,"Tegula spp.",0,NA,NA,NA,NA
"143",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,-32.208217,-71.526417,"Italo",40,"13",5,"Tegula spp.",38,NA,NA,NA,NA
"144",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,-32.208217,-71.526417,"Italo",50,"12",6,"Tegula spp.",103,NA,NA,NA,NA
"145",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,-32.208217,-71.526417,"Cata",70,"NA",7,"Tegula spp.",13,NA,NA,NA,NA
"146",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,-32.208217,-71.526417,"Cata",80,"NA",8,"Tegula spp.",9,NA,NA,NA,NA
"147",2019-01-22,1,0,"Central","Los Molles","OA","nonupwelling",3,-32.208217,-71.526417,"Cata",90,"NA",9,"Tegula spp.",10,NA,NA,NA,NA
"148",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",1,-32.31196,-71.47623,"Rodrigo",0,"18",1,"Tegula spp.",12,NA,NA,NA,NA
"149",2020-02-22,1,0,"Central","La Ballena","TURF","nonupwelling",1,-32.31196,-71.47623,"Rodrigo",10,"16.5",2,"Tegula spp.",1,NA,NA,NA,NA
