"","Date","Survey.Number","MAE","Zone","Site","Management","Upwelling","Latitude","Longitude","Surveyor.Name","Patch","Species","Replicate","Holdfast.Diameter","Stipes","Total.Length"
"25",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Nicolas Riquelme","1","Lessonia trabeculata",1,0.2,1,5
"26",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Nicolas Riquelme","1","Lessonia trabeculata",2,0.2,1,6
"27",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Nicolas Riquelme","1","Lessonia trabeculata",3,9,4,69
"28",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Nicolas Riquelme","1","Lessonia trabeculata",4,7,2,49
"29",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31086,-71.47646,"Nicolas Riquelme","1","Lessonia trabeculata",5,5,2,58
"30",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Nicolas Riquelme","2","Lessonia trabeculata",1,0.2,1,2
"31",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Nicolas Riquelme","2","Lessonia trabeculata",2,0.2,1,1
"32",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Nicolas Riquelme","2","Lessonia trabeculata",3,0.2,1,1
"33",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Nicolas Riquelme","2","Lessonia trabeculata",4,0.2,1,1
"34",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",5,0.2,1,1
"35",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",6,0.2,1,4
"36",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",7,0.2,1,2
"37",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",8,0.2,1,2
"38",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31101,-71.47634,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",9,0.2,1,2
"39",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Nicolas Riquelme","3","Lessonia trabeculata",1,1,1,6
"40",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Nicolas Riquelme","3","Lessonia trabeculata",2,0.2,1,2
"41",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Nicolas Riquelme","3","Lessonia trabeculata",3,1,2,7
"42",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Nicolas Riquelme","3","Lessonia trabeculata",4,0.2,2,4
"43",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Nicolas Riquelme","3","Lessonia trabeculata",5,0.5,1,5
"44",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Nicolas Riquelme","3","Lessonia trabeculata",6,0.5,1,6
"45",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Nicolas Riquelme","3","Lessonia trabeculata",7,0.2,1,3
"46",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Nicolas Riquelme","3","Lessonia trabeculata",8,8,2,66
"47",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",9,0.2,1,1
"48",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",10,0.2,1,4
"49",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",11,2,1,34
"50",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",12,8,5,55
"51",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",13,0.2,1,2
"52",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",14,0.2,1,2
"53",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",15,0.2,1,2
"54",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",16,0.2,1,1
"55",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",17,0.2,1,3
"56",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.31109,-71.4763,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",18,0.2,1,3
"57",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Nicolas Riquelme","4","Lessonia trabeculata",1,4,3,40
"58",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Nicolas Riquelme","4","Lessonia trabeculata",2,6,7,53
"59",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Nicolas Riquelme","4","Lessonia trabeculata",3,9,5,62
"60",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Nicolas Riquelme","4","Lessonia trabeculata",4,10,68,8
"61",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Nicolas Riquelme","4","Lessonia trabeculata",5,5,3,38
"62",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Nicolas Riquelme","4","Lessonia trabeculata",6,1,2,15
"63",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Nicolas Riquelme","4","Lessonia trabeculata",7,6,5,41
"64",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Rodrigo Mu<U+00F1>oz","4","Lessonia trabeculata",8,2,2,38
"65",2020-10-23,"1",12,"Central","La Ballena","TURF","N",-32.3112,-71.47638,"Rodrigo Mu<U+00F1>oz","4","Lessonia trabeculata",9,7,5,46
"66",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1","Lessonia trabeculata",1,4,6,22
"67",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1","Lessonia trabeculata",2,3,4,25
"68",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14177,-71.5013,"Camila Gonzalez","1","Lessonia trabeculata",3,2,2,13
"69",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Camila Gonzalez","2","Lessonia trabeculata",1,3,3,8
"70",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14186,-71.50125,"Camila Gonzalez","2","Lessonia trabeculata",2,1,4,10
"71",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Alejandro Perez","3","Lessonia trabeculata",1,3,NA,20
"72",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14196,-71.50123,"Alejandro Perez","3","Lessonia trabeculata",2,8,NA,9
"73",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno TURF","TURF","Y",-29.14208,-71.50133,"Alejandro Perez","4","Lessonia trabeculata",1,5,NA,25
"74",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Camila Gonzalez","1","Lessonia trabeculata",1,10.5,7,67
"75",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Camila Gonzalez","1","Lessonia trabeculata",2,7,2,41
"76",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Camila Gonzalez","1","Lessonia trabeculata",3,11,NA,55
"77",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Rodrigo Mu<U+00F1>oz","1","Lessonia trabeculata",4,0.2,1,1
"78",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Rodrigo Mu<U+00F1>oz","1","Lessonia trabeculata",5,0.2,1,1
"79",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Rodrigo Mu<U+00F1>oz","1","Lessonia trabeculata",6,0.2,1,4
"80",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Rodrigo Mu<U+00F1>oz","1","Lessonia trabeculata",7,0.2,1,4
"81",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Rodrigo Mu<U+00F1>oz","1","Lessonia trabeculata",8,0.2,1,2
"82",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Rodrigo Mu<U+00F1>oz","1","Lessonia trabeculata",9,0.2,1,2
"83",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04989,-71.48627,"Rodrigo Mu<U+00F1>oz","1","Lessonia trabeculata",10,0.2,1,2
"84",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Camila Gonzalez","2","Lessonia trabeculata",1,14,8,97
"85",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Camila Gonzalez","2","Lessonia trabeculata",2,1,11,2
"86",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Camila Gonzalez","2","Lessonia trabeculata",3,0.5,1,6
"87",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Camila Gonzalez","2","Lessonia trabeculata",4,0.1,1,1.8
"88",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Camila Gonzalez","2","Lessonia trabeculata",5,10,4,138
"89",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Camila Gonzalez","2","Lessonia trabeculata",6,11,5,80
"90",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",7,0.2,1,2
"91",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",8,0.2,1,2
"92",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",9,0.2,1,2
"93",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",10,0.2,1,3
"94",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",11,0.2,1,6
"95",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",12,0.2,1,6
"96",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",13,0.2,1,6
"97",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",14,0.2,1,4
"98",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",15,0.2,1,4
"99",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",16,0.2,1,3
"100",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",17,0.2,1,3
"101",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",18,0.2,1,3
"102",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",19,0.2,1,4
"103",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04983,-71.48627,"Rodrigo Mu<U+00F1>oz","2","Lessonia trabeculata",20,2,2,24
"104",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.04995,-71.4863,"Alejandro Perez","3","Lessonia trabeculata",NA,0,0,0
"105",2020-11-01,"1",12,"North-Central","Chanaral de Aceituno OA","OA","Y",-29.05005,-71.48637,"Alejandro Perez","4","Lessonia trabeculata",NA,0,0,0
"106",2020-11-13,"1",12,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Alejandro Perez","3","Lessonia trabeculata",1,0.2,1,5
"107",2020-11-13,"1",12,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Alejandro Perez","3","Lessonia trabeculata",2,0.2,1,4
"108",2020-11-13,"1",12,"North","Puerto Viejo","OA","N",-27.33765,-70.97726,"Alejandro Perez","3","Lessonia trabeculata",3,0.2,1,3
"109",2020-11-13,"1",12,"North","Puerto Viejo","OA","N",-27.33782,-70.97746,"Alejandro Perez","4","Lessonia trabeculata",NA,0,0,0
"110",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Camila Gonzalez","1","Lessonia trabeculata",1,5,1,44
"111",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Camila Gonzalez","1","Lessonia trabeculata",2,11,3,93
"112",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Camila Gonzalez","1","Lessonia trabeculata",3,12,6,75
"113",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Camila Gonzalez","1","Lessonia trabeculata",4,7,3,66
"114",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Camila Gonzalez","1","Lessonia trabeculata",5,8,6,69
"115",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Camila Gonzalez","1","Lessonia trabeculata",6,11,2,72
"116",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Camila Gonzalez","1","Lessonia trabeculata",7,2,1,44
"117",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Camila Gonzalez","1","Lessonia trabeculata",8,20,7,94
"118",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Camila Gonzalez","1","Lessonia trabeculata",9,6,2,50
"119",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Camila Gonzalez","1","Lessonia trabeculata",10,11,5,74
"120",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Camila Gonzalez","1","Lessonia trabeculata",11,7,2,36
"121",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",1,12,9,97
"122",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",2,11,6,44
"123",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",3,2,4,16
"124",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",4,14,5,79
"125",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",5,10,6,92
"126",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",6,12,3,78
"127",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",7,5,3,44
"128",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",8,11,3,45
"129",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",9,9,6,48
"130",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",10,5,4,54
"131",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",11,6,3,69
"132",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",12,12,6,80
"133",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",13,5,5,43
"134",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",14,11,5,65
"135",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",15,4,3,31
"136",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",16,10,9,70
"137",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",17,14,6,84
"138",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",18,10,6,71
"139",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Camila Gonzalez","2","Lessonia trabeculata",19,4,4,46
"140",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26293,-70.95882,"Italo Fern<U+00E1>ndez","1","Lessonia trabeculata",12,4,3,30
"141",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Italo Fern<U+00E1>ndez","2","Lessonia trabeculata",20,0.4,2,15
"142",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Italo Fern<U+00E1>ndez","2","Lessonia trabeculata",21,5,4,50
"143",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Italo Fern<U+00E1>ndez","2","Lessonia trabeculata",22,6,4,43
"144",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Italo Fern<U+00E1>ndez","2","Lessonia trabeculata",23,9,6,42
"145",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Italo Fern<U+00E1>ndez","2","Lessonia trabeculata",24,4,5,32
"146",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Italo Fern<U+00E1>ndez","2","Lessonia trabeculata",25,1,2,20
"147",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26296,-70.95869,"Italo Fern<U+00E1>ndez","2","Lessonia trabeculata",26,2,2,30
"148",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",1,6,3,43
"149",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",2,1,2,15
"150",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",3,6,4,60
"151",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",4,11,9,66
"152",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",5,0.2,1,2
"153",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",6,8,8,75
"154",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",7,9,2,58
"155",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",8,11,4,77
"156",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",9,13,5,87
"157",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Rodrigo Mu<U+00F1>oz","3","Lessonia trabeculata",10,8,3,59
"158",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Pablo Si<U+00F1>uela","3","Lessonia trabeculata",11,0.2,1,28
"159",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Pablo Si<U+00F1>uela","3","Lessonia trabeculata",12,5.6,6,60
"160",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Pablo Si<U+00F1>uela","3","Lessonia trabeculata",13,5.2,3,49
"161",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Pablo Si<U+00F1>uela","3","Lessonia trabeculata",14,8.2,3,44
"162",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Pablo Si<U+00F1>uela","3","Lessonia trabeculata",15,4.8,2,40
"163",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Pablo Si<U+00F1>uela","3","Lessonia trabeculata",16,10,3,60
"164",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Pablo Si<U+00F1>uela","3","Lessonia trabeculata",17,11,5,63
"165",2020-11-12,"1",12,"North","Isla Grande de Atacama","TURF","N",-27.26299,-70.95893,"Juan Pablo Si<U+00F1>uela","3","Lessonia trabeculata",18,7,2,60
